Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
0.0449218842124957,0.6369802042477025,5.445118054422501,0.1119993070976201,5.71672741805139,2.3342233426494268,4.572397316706221,4.323647938065015,1.0488666995311566,1.495558658147383,0.4254127993098102,3.540013698313876,1.4717518938350564,1.871347793927181,1.1607791832689385,2.784294057091393,1.8769969333327736,0.268343215444941,2.1925153789293006,4.104662105345211,7.388654548015565,4.250209747348643,3.42542663790119,0.0702160160626158,1.2483759965830166,2.1022978115079782,0.9919361426520872,4.210545087259831,2.580890762185434,7.733712617374213,0.8236309606172619,3.1997002386092253,0.4825768714021729,0.7787882988615673,2.244018436855477,2.315910449532693,4.140294159152908,1.14781841642901,4.570262066443993,0.8945826312309233,1.190721894994205,4.137651241234009,1.3702882078964984,3.341498470484767,3.116705871545788,4.559644584148452,4.094399943693541,4.095137798619938,0.8745814801975215,1.820756625531054
0.0447664244653881,3.1559978160495112,7.319648876822636,0.1114590698146175,6.514023509302263,2.847015615880653,4.981305539007846,2.1364862843864323,2.0887583028142536,1.8463081723101948,0.465558351293142,2.575831728489153,2.258087375970347,2.2683656017859706,1.0914063008932138,3.034607103497126,2.0402484481821137,0.2233202132708036,2.4889320303774154,4.465372986093526,9.23779009552594,4.4239284484622345,4.174363148722123,0.105152692224379,1.6131485433268653,1.4333582149618342,3.1398342632669625,4.479605642206272,2.1505085156154795,9.031316531630626,1.0918878194454302,3.731101212513568,1.0231273055382126,2.503669440523768,3.1877326913140167,1.3267572322690433,6.401500373276677,1.146437465901616,5.959464291457533,1.4022157468828371,0.6596549740623664,3.3038944743060474,2.045064401235632,2.890027871253637,2.776765982329968,4.959461610849801,4.6443854225104335,2.220395330286581,1.1282016188768476,2.0216028480340924
0.0446419702822868,1.089770634417759,4.466060258457023,6.393372770218856,4.725875830537548,2.1378913176225045,4.047706266051685,1.6125651073162075,2.4426074485569425,1.5399023450256062,0.3643519894088753,3.208064626834938,1.261421049891917,1.2670633224642045,1.6017809077258325,2.063728678642435,1.931599376509062,0.3335359008037548,2.777863514305997,3.98868536790292,6.653986174045215,4.203396464154813,4.044682786288326,0.104943503664802,1.145409770345341,1.4259592592470716,3.2401932080921507,2.852160120269152,2.3639004041481724,6.664606484802417,0.8084906611243733,3.621105874238418,0.7446373201896039,2.820573892768049,2.3229538786711545,1.2610774186891671,1.7361980791387548,0.7785237098179382,3.564744675162641,1.7284212089454318,0.5263019394226468,2.242957888638176,1.5813502102896109,2.3227654673597686,2.924727269182149,3.993482526729915,2.8583943192965244,2.32633623091435,0.624407501558264,0.9999660011559608
0.0222049960797079,2.0048919363246323,4.48246250156977,6.349052559879272,4.17551232784557,1.8989862946184493,4.21888130191807,2.44497880814618,5.6288280428213096,1.3584970905520644,0.2667349198803682,1.4669424518476142,1.6565777365827956,1.0489559015711425,1.2916387802987015,1.7994832177991658,1.967370791101655,0.1327127684281632,5.8935502363925965,4.512151788786175,6.243611392021724,4.19274601161301,4.254416480065981,0.0348637107818117,0.9633231355362374,0.54369692158803,2.5307092945475294,4.313315694688397,2.5003125390673837,6.905850929883291,0.5858623947711248,3.144565697669356,0.9142177602590964,1.5653935321070038,2.133839298113791,1.0841988854435458,2.9035546274203807,0.9535617065134244,4.200339387422504,1.5420583153446608,1.3093649710826747,2.753166483464242,1.3163311164653004,2.542225303022664,4.369936134192646,3.868615308558721,3.653273242722328,1.7105382953658208,0.5657757159207278,2.383539277747873
0.0662145098504015,1.3651131678816173,3.9806071894365656,3.018526479023423,3.9157177867699673,1.311471683249862,3.432401989191366,4.453522676254178,8.630498420090392,1.5733275728872709,0.3307009537415506,2.658424114924393,1.49327553403862,1.3155768957102083,0.9141278458577312,1.7920013107209587,1.7124522533339153,0.5272132080967648,5.176267119742283,4.416853631780434,5.58303667602839,5.559249014078624,4.697592022191504,0.0692278669855763,1.2352679078615407,5.376292057388692,3.372642722808783,3.4523587282021904,3.798093357134719,8.906069457381793,1.155578713819881,2.0133982788157065,0.7833369499337788,1.551097013362701,3.091095366317067,1.4467128839427068,4.342389877693087,0.7976973458917217,2.6987313171018603,2.422272942190081,0.9086236169450516,2.30086947488914,1.32624674003416,2.498355249460772,4.5167118337850045,4.146838203081368,2.8323362161121084,2.47737605137087,0.6891516289549596,0.7856909955883451
0.7221314695047163,0.5997487052924825,3.322442913494718,4.85419961979032,3.851742200215067,2.6986835605696853,2.9370200253439167,5.797787375022185,8.63990295096767,1.2946951463728529,0.1904565153045254,1.960453452883652,1.3322862198067662,0.860062153824983,1.0457237656580267,2.659091049827359,1.0997570493231474,0.3714525191909851,4.322153615405672,3.4868881383039314,5.84074749074304,6.039117763492827,4.023753427515207,0.13764894906748,1.34708046215222,6.914143358912119,4.030662555769325,3.165932266318222,2.541409573566876,8.529845327783,0.9315449051221514,2.602885858228438,1.0223531191591615,1.8573292534000727,1.666183967646371,1.1553861991091128,3.819327012439382,0.6425707972456203,1.404604856561752,2.295001346556913,1.1605520617207377,2.0029854498129462,1.1590068242234006,1.668213493894135,5.473145368350732,3.866912230990596,2.732805896468208,2.5267894613104587,0.8113713148867164,0.5834793652522479
0.712899880124805,0.888491371267966,2.803052706844972,4.004591459021512,3.600657190728949,2.965835900723304,3.61055989264981,5.70252819842005,9.98806688850689,1.188969664209646,0.1419862987590506,1.4979549510475132,1.2337911673997577,0.631645203625833,0.9722916982382076,4.0174727490480215,1.5642631289670956,0.511311013058186,4.3063751729160735,3.76730360753084,5.9905611221319415,6.1179259115186495,2.653210820839518,0.1376946744519235,1.403459767943062,2.519177236714489,3.159035433659409,4.955091019075911,2.904335025745401,8.774280367582312,1.0192968177043702,2.732321812444323,1.121419447880349,2.463729285426117,2.65651373247757,1.4189961854043722,3.9227619076935984,0.6874055866411197,1.7872327616696893,1.881663124015139,11.238351384935246,3.383279961818208,1.0402584293039516,1.465052363743201,4.3346198056806,4.443734952712014,2.7783214951199646,1.9147530078034392,1.523937927318918,0.9566320429642584
0.1498018335744429,1.175951785976775,2.610381438339629,1.1584434732241589,3.8620358319132766,3.2890162677242585,4.0824773833588015,5.620883992984219,7.137833301996505,0.9037534186106349,0.1390376115990737,2.5247407988147006,1.3153888045132172,0.6426736225897585,0.9335785533000002,3.987376898718831,1.1511340314687155,0.7084773427803074,5.425608873884737,2.6709552892697643,5.488560394143939,6.35918348084106,3.0150543391529,0.1365956938207523,1.936268898154294,2.1768290028257318,2.523213564796124,2.42207828157006,3.657031404757188,8.619611806332994,0.703492841960333,2.602923270996457,0.8225454667490383,2.144535570186054,2.660761283801668,0.8254573239939257,4.540060933527866,0.6208245074772343,4.634380482637624,2.632698110532817,4.673942015328003,3.869989719428984,1.0154421476383229,2.194209903508657,3.368186039350036,3.81886208231196,3.033310547393388,2.399059568649089,1.229776635135075,3.926143629551522
0.2331394602100883,1.1637125339113106,2.9456900732792155,3.200496494412698,3.775508896664349,3.353968419524186,5.048540731993279,7.01457447554742,7.238434016503629,0.825808178793408,0.1262514278247415,1.955263569529173,0.9413951696072452,0.949445010479694,1.0938982356415912,4.0953307531562535,1.8415442117468144,1.5105106743505818,4.735029977249308,1.7590257811613617,5.194028660217311,5.8008086749535455,3.125584856007736,0.1356941399807178,1.671191826487749,2.8676331273075486,5.566757107913814,3.542317504701108,3.419697151620253,8.540837024987688,0.447613770986869,3.1490020318089806,1.3319800129953987,2.433204728325088,3.082830622077878,1.4718003061344638,5.06799605598464,0.5550144164994686,3.317526111300157,3.4003121221568757,5.506029101866544,4.321790258396638,1.0160829475817617,1.502048982568346,3.5247880721171643,3.408439858780805,3.6572927713151215,2.499578875298184,1.6840997582696389,1.0988145622231216
0.1891575720406613,1.2877470864722167,3.4525411175576064,2.589025363128067,2.7542374199732373,4.183263126245049,5.615127377760783,4.149237998048736,6.247593832105203,0.6969521318264584,0.1143350595155561,2.25161617792657,1.0080662491761598,0.8514821595135714,0.5605251791207667,4.306838977881204,3.5440671158289154,0.2894260636630475,3.760557765927843,1.7799841825719305,4.8637438276866085,3.1813069233015177,2.897067202302203,0.0675955649197944,2.0969326404844217,2.8455805085865395,4.303013819846052,1.7879325725928563,1.9755307719310509,6.27027130744408,0.7364486091431568,3.3200280146139245,1.089997149075418,2.105364468666161,2.6281787952636573,1.6139566362130984,3.4395840991440427,0.2842062333058442,3.321798782513292,2.374793894034518,5.204028909619647,2.71169496952039,0.6652753407308456,1.7992076876839829,3.841124681306687,1.892520720263106,3.119644672471805,1.3529785823490414,0.952504593188816,1.428951631773454
