State,Per Capita
AL,0.0203750434243112
AK,1.4994486118513692
AZ,2.866216400983949
AR,0.4634250087305961
CA,2.573685372921939
CO,4.011471070694624
CT,2.2433961428168416
DE,2.2525566517997926
FL,0.5164698993898025
GA,1.3831362756186003
ID,1.1738007668831676
IL,0.5368272577513712
IN,1.3073818045137358
IA,0.2848465436720391
KS,2.5749879404731457
KY,3.2421470168334507
LA,0.558145326015905
ME,1.411831144995059
MD,0.3137926398780238
MA,5.453319512455832
MI,4.046152174381146
MN,2.4822461774738644
MS,0.7051175078326803
MO,1.465684657945843
MT,3.457546468957307
NE,2.276759818914803
NV,1.5206561728448986
NH,1.1757936423368018
NJ,11.20201438311654
NM,2.476622116044987
NY,3.144406724693986
NC,2.5520445686016244
ND,2.487809732311673
OH,2.9581481035321056
OK,0.7574464561100176
OR,4.221895222996711
PA,0.3515931819987729
RI,1.6065653711449517
SC,1.1051433370908206
SD,2.254468638650385
TN,1.6690274620900176
TX,1.410987362038037
UT,1.0613779245254158
VT,5.448316310015607
VA,1.975073866593928
WA,6.711300095718112
WV,3.007915831830768
WI,0.858430846785374
WY,0.8618965862000013
