State,Per Capita
AL,1.7292956433000628
AK,1.1074978992149225
AZ,2.9814243360846886
AR,1.224057628633156
CA,2.7632888887542677
CO,3.631464886077432
CT,3.956939580319186
DE,1.762910565343382
FL,0.6454793069567398
GA,0.1734051570693712
ID,2.33545754769383
IL,0.5362229064633744
IN,1.5497333998235452
IA,0.489113634792544
KS,2.404451790218899
KY,3.5920057966279533
LA,0.1092599083440481
ME,4.140091669156995
MD,0.8390064725068708
MA,5.563771862372846
MI,3.8247290589254153
MN,2.768103961007141
MS,0.0335666551533039
MO,2.012915263587095
MT,2.305722803999527
NE,1.9555503407546468
NV,2.174622960922394
NH,1.6661062491101477
NJ,5.754057970095209
NM,1.3456964387585566
NY,2.7948831177316054
NC,1.1595507693256994
ND,3.938581468828316
OH,2.165301732631141
OK,0.7918024167921234
OR,3.356855421786302
PA,0.1490540714825671
RI,2.3723013885554485
SC,2.653737543216865
SD,2.670745623619103
TN,2.3123923292321704
TX,0.5965958009637868
UT,2.4513313038204885
VT,1.4349558432199132
VA,1.8142689662381823
WA,3.1197459560109966
WV,1.02337275652454
WI,1.3845463595193697
WY,0.3524284966633832
