State,Per Capita
AL,0.1858069502947827
AK,0.8140284231591086
AZ,3.935912648285509
AR,0.3705251925131005
CA,1.966998686024145
CO,1.7561437474650343
CT,3.476377458946068
DE,1.393159159860727
FL,0.3273919254070237
GA,0.4071012760738438
ID,1.59289519729845
IL,0.8459388570915908
IN,0.7731936490783303
IA,0.3536246364497629
KS,2.5845483295030327
KY,3.7355738928211775
LA,0.1937176088014949
ME,2.103338524072334
MD,0.2684534931168524
MA,5.558130954295607
MI,3.221898276012575
MN,1.7972862811120802
MS,0.0668473327245769
MO,1.25430548610114
MT,3.422457383071744
NE,2.500059841857917
NV,0.8513853636213676
NH,1.1242211957666326
NJ,3.789212855310599
NM,0.6219393408208451
NY,2.773052705148531
NC,1.4088340941876034
ND,5.550020575686037
OH,3.6272550045564698
OK,0.7991365201007324
OR,1.6643773072745645
PA,0.4221259010824558
RI,0.4732558392671728
SC,1.0980227717492417
SD,2.11846952346205
TN,3.0253871234940104
TX,0.5859862066264507
UT,1.8718134503069264
VT,2.397341827381799
VA,1.4791778657267274
WA,4.3074553976454375
WV,1.5670855828666752
WI,0.9212266080140804
WY,0.3429596387949084
