State,Per Capita
AL,0.1245683705958852
AK,0.8210068280401199
AZ,2.6844229039842937
AR,1.727129754178638
CA,2.398236310662893
CO,3.639052229063897
CT,4.144402094897908
DE,1.0922778143084024
FL,0.7460360617253659
GA,0.2120445333909555
ID,2.1931061275385204
IL,0.6597827265622083
IN,0.5658367065612131
IA,0.2600066821717318
KS,2.910578706206185
KY,4.649185879693199
LA,0.0869174655649298
ME,3.915385507351136
MD,0.5943914917103614
MA,4.351565040366768
MI,6.405147394665885
MN,1.338912133891213
MS,0.6030960943161879
MO,1.7258468971347125
MT,3.585057480421603
NE,0.4855178128393567
NV,3.3155169838268352
NH,2.2647030181697123
NJ,5.709007264683482
NM,0.095798516559971
NY,3.6782808042479234
NC,1.2202862853152388
ND,5.980971964905935
OH,2.2855221435496635
OK,0.549836096477907
OR,1.3332984624504691
PA,0.2975928730579226
RI,1.1375561312853533
SC,2.203844139904264
SD,3.597730551568071
TN,4.972309964818971
TX,0.670906283209861
UT,3.573748504806692
VT,2.2351327748694443
VA,1.685505241188472
WA,3.9718209450933446
WV,1.4536088801504865
WI,1.223599743044054
WY,0.3468272245498183
