State,Per Capita
AL,0.1891575720406613
AK,1.2877470864722167
AZ,3.4525411175576064
AR,2.589025363128067
CA,2.7542374199732373
CO,4.183263126245049
CT,5.615127377760783
DE,4.149237998048736
FL,0.6969521318264584
GA,0.1143350595155561
ID,2.25161617792657
IL,1.0080662491761598
IN,0.8514821595135714
IA,0.5605251791207667
KS,4.306838977881204
KY,3.5440671158289154
LA,0.2894260636630475
ME,3.760557765927843
MD,1.7799841825719305
MA,4.8637438276866085
MI,3.1813069233015177
MN,2.897067202302203
MS,0.0675955649197944
MO,2.0969326404844217
MT,2.8455805085865395
NE,4.303013819846052
NV,1.7879325725928563
NH,1.9755307719310509
NJ,6.27027130744408
NM,0.7364486091431568
NY,3.3200280146139245
NC,1.089997149075418
ND,2.105364468666161
OH,2.6281787952636573
OK,1.6139566362130984
OR,3.4395840991440427
PA,0.2842062333058442
RI,3.321798782513292
SC,2.374793894034518
SD,5.204028909619647
TN,2.71169496952039
TX,0.6652753407308456
UT,1.7992076876839829
VT,3.841124681306687
VA,1.892520720263106
WA,3.119644672471805
WV,1.3529785823490414
WI,0.952504593188816
WY,1.428951631773454
