State,Per Capita
AL,0.2870035172281036
AK,0.5398234507404354
AZ,3.745696705262477
AR,0.798973319284719
CA,2.7810411796190357
CO,1.3885375513069076
CT,3.07664424259172
DE,3.0273231573519066
FL,0.6912303227583199
GA,0.2591909345378736
ID,2.3840743831207534
IL,0.6651072900219117
IN,1.4560043518018728
IA,0.3180930702152281
KS,2.645237267476773
KY,8.528612372323305
LA,0.8986508041961858
ME,2.395670424625096
MD,1.6920513069769247
MA,6.323249159328395
MI,4.550579186492758
MN,2.58561111008365
MS,1.638426655663573
MO,1.7017427482032703
MT,1.9926707671402897
NE,2.138760708148887
NV,0.1682313867952492
NH,1.1107861033253237
NJ,5.670473271875454
NM,0.3344730902064368
NY,2.827417931004776
NC,1.6154526021340714
ND,1.9821474585566
OH,3.291699619380087
OK,0.7372377785042818
OR,3.6168161697723855
PA,0.593996926378536
RI,1.0411204727822716
SC,1.65105064508339
SD,1.7167735644339457
TN,2.010499872817267
TX,0.6503829624548054
UT,1.5143996855204058
VT,4.9589526691962655
VA,2.549872736560016
WA,6.879420717772639
WV,2.0894240502605457
WI,0.7249945495945468
WY,0.6896623068514501
