State,Per Capita
AL,0.1498018335744429
AK,1.175951785976775
AZ,2.610381438339629
AR,1.1584434732241589
CA,3.8620358319132766
CO,3.2890162677242585
CT,4.0824773833588015
DE,5.620883992984219
FL,0.9037534186106349
GA,0.1390376115990737
ID,2.5247407988147006
IL,1.3153888045132172
IN,0.6426736225897585
IA,0.9335785533000002
KS,3.987376898718831
KY,1.1511340314687155
LA,0.7084773427803074
ME,5.425608873884737
MD,2.6709552892697643
MA,5.488560394143939
MI,6.35918348084106
MN,3.0150543391529
MS,0.1365956938207523
MO,1.936268898154294
MT,2.1768290028257318
NE,2.523213564796124
NV,2.42207828157006
NH,3.657031404757188
NJ,8.619611806332994
NM,0.703492841960333
NY,2.602923270996457
NC,0.8225454667490383
ND,2.144535570186054
OH,2.660761283801668
OK,0.8254573239939257
OR,4.540060933527866
PA,0.6208245074772343
RI,4.634380482637624
SC,2.632698110532817
SD,4.673942015328003
TN,3.869989719428984
TX,1.0154421476383229
UT,2.194209903508657
VT,3.368186039350036
VA,3.81886208231196
WA,3.033310547393388
WV,2.399059568649089
WI,1.229776635135075
WY,3.926143629551522
