State,Per Capita
AL,0.0449218842124957
AK,0.6369802042477025
AZ,5.445118054422501
AR,0.1119993070976201
CA,5.71672741805139
CO,2.3342233426494268
CT,4.572397316706221
DE,4.323647938065015
FL,1.495558658147383
GA,0.4254127993098102
ID,3.540013698313876
IL,1.4717518938350564
IN,1.871347793927181
IA,1.1607791832689385
KS,2.784294057091393
KY,1.8769969333327736
LA,0.268343215444941
ME,2.1925153789293006
MD,4.104662105345211
MA,7.388654548015565
MI,4.250209747348643
MN,3.42542663790119
MS,0.0702160160626158
MO,1.2483759965830166
MT,2.1022978115079782
NE,0.9919361426520872
NV,4.210545087259831
NH,2.580890762185434
NJ,7.733712617374213
NM,0.8236309606172619
NY,3.1997002386092253
NC,0.4825768714021729
ND,0.7787882988615673
OH,2.244018436855477
OK,2.315910449532693
OR,4.140294159152908
PA,1.14781841642901
RI,4.570262066443993
SC,0.8945826312309233
SD,1.190721894994205
TN,4.137651241234009
TX,1.3702882078964984
UT,3.341498470484767
VT,3.116705871545788
VA,4.559644584148452
WA,4.094399943693541
WV,4.095137798619938
WI,0.8745814801975215
WY,1.820756625531054
