State,Per Capita
AL,0.5373344984868064
AK,1.3652976826802432
AZ,3.928678601490725
AR,1.6598987063413442
CA,3.3898959026006708
CO,4.892547215673854
CT,2.805352946731625
DE,1.3106344882375596
FL,0.505333071981868
GA,2.358798411307315
ID,2.597723095706613
IL,0.4771124839610035
IN,2.7558180181571563
IA,0.6585819976924541
KS,4.223605869449705
KY,3.707849851175344
LA,1.3329884763146225
ME,6.239539595384209
MD,0.6480168497341268
MA,5.539558715050227
MI,4.171772121119656
MN,3.399235872801996
MS,1.2175036440560458
MO,2.1772753868279064
MT,2.3936814175749617
NE,5.098256141486805
NV,4.752621247235532
NH,2.1773083823469643
NJ,15.3883571991164
NM,3.0695619404542764
NY,2.3071274908232144
NC,3.3087323662973285
ND,2.82427127382337
OH,4.724107459620119
OK,1.46389566361293
OR,6.601369689905375
PA,0.6389714868597053
RI,1.2771054223159577
SC,2.397320146903101
SD,1.9163588280451225
TN,1.9363828859012395
TX,1.9029591459656257
UT,1.645496641358522
VT,11.984529062482975
VA,2.1663466961011784
WA,5.842888485687838
WV,4.58152260757918
WI,2.664483939526058
WY,3.1181411721092664
