state,year,population_estimate,total_incidents_per_capita,anti_american_indian_or_alaska_native_per_capita,anti_arab_per_capita,anti_asian_per_capita,anti_atheism_agnosticism_per_capita,anti_bisexual_per_capita,anti_black_or_african_american_per_capita,anti_buddhist_per_capita,anti_catholic_per_capita,anti_eastern_orthodox_russian_greek_other_per_capita,anti_female_per_capita,anti_gay_male_per_capita,anti_gender_non_conforming_per_capita,anti_heterosexual_per_capita,anti_hindu_per_capita,anti_hispanic_or_latino_per_capita,anti_islamic_muslim_per_capita,anti_jehovahs_witness_per_capita,anti_jewish_per_capita,anti_lesbian_female_per_capita,anti_male_per_capita,anti_mental_disability_per_capita,anti_mormon_per_capita,anti_multiple_races_group_per_capita,anti_multiple_religions_group_per_capita,anti_native_hawaiian_or_other_pacific_islander_per_capita,anti_other_christian_per_capita,anti_other_race_ethnicity_ancestry_per_capita,anti_other_religion_per_capita,anti_physical_disability_per_capita,anti_protestant_per_capita,anti_sikh_per_capita,anti_transgender_per_capita,anti_white_per_capita,unknown_motivation_per_capita,anti_lgbtq_grouped_per_capita
Alabama,2019,4907965,0.020375043424311297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020375043424311297,0.0,0.0
Alaska,2019,733603,1.4994486118513692,0.27262702033661257,0.0,0.0,0.0,0.0,0.5452540406732251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13631351016830628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452540406732251
Arizona,2019,7291843,2.866216400983949,0.05485581628677414,0.0,0.013713954071693535,0.0,0.013713954071693535,1.3439674990259665,0.0,0.0,0.0,0.013713954071693535,0.3017069895772578,0.0,0.0,0.0,0.3565628058640319,0.12342558664524181,0.0,0.3017069895772578,0.02742790814338707,0.013713954071693535,0.0,0.013713954071693535,0.04114186221508061,0.0,0.0,0.013713954071693535,0.04114186221508061,0.04114186221508061,0.013713954071693535,0.0,0.0,0.04114186221508061,0.20570931107540305,0.0,0.4251325762224996
Arkansas,2019,3020985,0.46342500873059617,0.0,0.0,0.03310178633789972,0.0,0.0,0.2648142907031978,0.0,0.0,0.0,0.0,0.0,0.06620357267579945,0.0,0.0,0.03310178633789972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03310178633789972,0.0,0.09930535901369918
California,2019,39437610,2.573685372921939,0.0025356506137161963,0.05071301227432392,0.10903297638979645,0.0,0.007606951841148588,0.6161630991330357,0.0,0.017749554296013374,0.0,0.017749554296013374,0.4412032067866182,0.007606951841148588,0.0025356506137161963,0.0,0.2814572181224978,0.06339126534290491,0.0,0.3575267365339837,0.05578431350175632,0.0,0.010142602454864785,0.017749554296013374,0.0659269159566211,0.017749554296013374,0.0,0.015213903682297176,0.10396167516236406,0.03549910859202675,0.015213903682297176,0.0025356506137161963,0.0,0.07606951841148589,0.09889037393493165,0.0,0.6694117620210758
Colorado,2019,5758486,4.011471070694624,0.052097026892137965,0.052097026892137965,0.10419405378427593,0.03473135126142531,0.03473135126142531,1.11140324036561,0.0,0.03473135126142531,0.0,0.0,0.3646791882449658,0.017365675630712656,0.0,0.0,0.503604593290667,0.10419405378427593,0.0,0.2778508100914025,0.08682837815356327,0.0,0.03473135126142531,0.0,0.13892540504570125,0.06946270252285063,0.0,0.03473135126142531,0.13892540504570125,0.10419405378427593,0.06946270252285063,0.017365675630712656,0.0,0.10419405378427593,0.22575378319926453,0.0,0.9203808084277708
Connecticut,2019,3566022,2.2433961428168416,0.05608490357042105,0.028042451785210525,0.05608490357042105,0.0,0.0,0.6169339392746315,0.0,0.028042451785210525,0.0,0.028042451785210525,0.2243396142816842,0.0,0.028042451785210525,0.0,0.2804245178521052,0.16825471071126313,0.0,0.2804245178521052,0.028042451785210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1121698071408421,0.028042451785210525,0.0,0.0,0.0,0.0,0.2243396142816842,0.0,0.30846696963731574
Delaware,2019,976668,2.2525566517997926,0.0,0.0,0.0,0.0,0.0,0.6143336323090344,0.0,0.0,0.0,0.0,0.6143336323090344,0.0,0.0,0.0,0.1023889387181724,0.0,0.0,0.2047778774363448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2047778774363448,0.0,0.0,0.0,0.1023889387181724,0.3071668161545172,0.0,0.8191115097453792
District of Columbia,2019,708253,31.344731331882812,0.0,0.5647699339077985,0.14119248347694963,0.0,0.0,3.5298120869237404,0.0,0.0,0.0,0.28238496695389925,6.4948542399396825,0.0,0.14119248347694963,0.0,3.1062346364928914,0.5647699339077985,0.0,0.4235774504308489,1.129539867815597,0.0,0.14119248347694963,0.0,0.0,0.14119248347694963,0.0,0.0,5.647699339077985,0.0,0.0,0.0,0.0,3.8121970538776395,3.8121970538776395,0.0,12.848515996402416
Florida,2019,21492056,0.5164698993898025,0.0,0.013958645929454118,0.009305763952969413,0.0,0.0,0.12097493138860237,0.0,0.004652881976484707,0.0,0.0,0.08375187557672471,0.0,0.0,0.0,0.03722305581187765,0.013958645929454118,0.0,0.12097493138860237,0.004652881976484707,0.0,0.0,0.004652881976484707,0.004652881976484707,0.004652881976484707,0.0,0.0,0.004652881976484707,0.018611527905938827,0.0,0.0,0.0,0.0,0.03257017383539294,0.0,0.12562781336508708
