State,Per Capita
AL,0.0662145098504015
AK,1.3651131678816173
AZ,3.9806071894365656
AR,3.018526479023423
CA,3.9157177867699673
CO,1.311471683249862
CT,3.432401989191366
DE,4.453522676254178
FL,1.5733275728872709
GA,0.3307009537415506
ID,2.658424114924393
IL,1.49327553403862
IN,1.3155768957102083
IA,0.9141278458577312
KS,1.7920013107209587
KY,1.7124522533339153
LA,0.5272132080967648
ME,5.176267119742283
MD,4.416853631780434
MA,5.58303667602839
MI,5.559249014078624
MN,4.697592022191504
MS,0.0692278669855763
MO,1.2352679078615407
MT,5.376292057388692
NE,3.372642722808783
NV,3.4523587282021904
NH,3.798093357134719
NJ,8.906069457381793
NM,1.155578713819881
NY,2.0133982788157065
NC,0.7833369499337788
ND,1.551097013362701
OH,3.091095366317067
OK,1.4467128839427068
OR,4.342389877693087
PA,0.7976973458917217
RI,2.6987313171018603
SC,2.422272942190081
SD,0.9086236169450516
TN,2.30086947488914
TX,1.32624674003416
UT,2.498355249460772
VT,4.5167118337850045
VA,4.146838203081368
WA,2.8323362161121084
WV,2.47737605137087
WI,0.6891516289549596
WY,0.7856909955883451
