state,year,population_estimate,total_incidents,total_incidents_per_capita,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Idaho,1993,1041316,70.0,6.722262982610466,3.0,0.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0
Illinois,1993,11568964,745.0,6.4396431694315925,3.0,16.0,14.0,2.0,0.0,289.0,0.0,5.0,0.0,0.0,50.0,0.0,3.0,0.0,31.0,1.0,0.0,39.0,8.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,22.0,6.0,0.0,7.0,0.0,0.0,218.0,0.0,68.0
Indiana,1993,5616388,82.0,1.460013090263707,0.0,0.0,4.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,11.0
Iowa,1993,2797613,39.0,1.394045566702757,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
Kentucky,1993,3722328,13.0,0.34924380656406423,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0
Louisiana,1993,4253279,23.0,0.5407592589152981,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,6.0
Maine,1993,1237081,32.0,2.5867344175522864,1.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0
Maryland,1993,4867641,405.0,8.320252048168712,1.0,1.0,20.0,0.0,0.0,190.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,5.0,1.0,0.0,49.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,4.0,0.0,9.0,0.0,0.0,75.0,0.0,15.0
Massachusetts,1993,6018470,343.0,5.69912286677511,0.0,7.0,29.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,43.0,0.0,0.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,87.0,0.0,29.0
Michigan,1993,9400446,248.0,2.638172699465536,0.0,6.0,5.0,1.0,1.0,121.0,0.0,3.0,0.0,0.0,7.0,0.0,9.0,0.0,9.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,46.0,0.0,18.0
Missouri,1993,5170800,167.0,3.229674325056084,2.0,1.0,3.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,11.0
Montana,1993,809680,21.0,2.5936172314988637,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nevada,1993,1296171,12.0,0.9258037712616622,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
New Jersey,1993,7814676,1100.0,14.076079417751933,1.0,8.0,39.0,0.0,0.0,435.0,0.0,7.0,0.0,0.0,25.0,0.0,0.0,0.0,48.0,5.0,0.0,302.0,5.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,49.0,7.0,0.0,0.0,0.0,0.0,151.0,0.0,31.0
New Mexico,1993,1555305,4.0,0.2571842821825944,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New York,1993,18122510,934.0,5.153811475341992,0.0,0.0,0.0,0.0,0.0,262.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,45.0,0.0,0.0,337.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,22.0,0.0,0.0,0.0,0.0,131.0,0.0,84.0
North Carolina,1993,6784280,10.0,0.1473995766684158,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
North Dakota,1993,635753,1.0,0.1572937917713326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio,1993,10945762,260.0,2.3753485595612256,0.0,1.0,10.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,19.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,107.0,0.0,18.0
Oklahoma,1993,3175440,61.0,1.9209936260801654,0.0,2.0,2.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0
Oregon,1993,2928507,237.0,8.092860969770603,3.0,1.0,10.0,0.0,0.0,72.0,0.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,30.0,0.0,62.0
Pennsylvania,1993,11982164,391.0,3.2631835117596455,1.0,0.0,8.0,0.0,0.0,166.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,67.0,1.0,0.0,42.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,68.0,0.0,13.0
Rhode Island,1993,1010649,62.0,6.134671879158837,0.0,0.0,3.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0
South Carolina,1993,3570404,27.0,0.7562169435167561,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0
South Dakota,1993,703669,4.0,0.5684490861470378,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tennessee,1993,4966587,2.0,0.040269102303050364,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Texas,1993,17398005,418.0,2.402574318147397,1.0,4.0,9.0,0.0,0.0,185.0,0.0,1.0,0.0,0.0,36.0,0.0,1.0,0.0,39.0,0.0,0.0,28.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,90.0,0.0,47.0
Utah,1993,1779780,45.0,2.528402386811853,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0
Vermont,1993,568606,1.0,0.17586870346074435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Virginia,1993,6301217,100.0,1.5869950201683263,0.0,0.0,3.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,12.0
Washington,1993,5025624,457.0,9.093398153144763,4.0,3.0,30.0,0.0,0.0,182.0,0.0,3.0,0.0,0.0,65.0,0.0,1.0,0.0,15.0,0.0,0.0,37.0,22.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,54.0,0.0,107.0
Wisconsin,1993,4964343,19.0,0.38272939641761256,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0
Wyoming,1993,459260,10.0,2.177415842877673,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Alaska,1994,603308,9.0,1.491775345263116,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Arizona,1994,4245089,205.0,4.829109589928503,1.0,5.0,6.0,0.0,0.0,72.0,0.0,3.0,0.0,0.0,23.0,0.0,0.0,0.0,23.0,0.0,0.0,28.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,23.0,0.0,30.0
Arkansas,1994,2494019,10.0,0.4009592549214741,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0
California,1994,31484435,354.0,1.1243651029469006,0.0,0.0,33.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,19.0,2.0,0.0,30.0,10.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,16.0,6.0,0.0,3.0,0.0,0.0,63.0,0.0,95.0
Colorado,1994,3724168,174.0,4.672184498658492,1.0,4.0,6.0,0.0,1.0,51.0,0.0,3.0,0.0,0.0,14.0,0.0,1.0,0.0,22.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,23.0
Connecticut,1994,3316121,68.0,2.0505886244802283,0.0,0.0,2.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,9.0
Delaware,1994,717545,42.0,5.853291431199437,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0
District of Columbia,1994,589239,2.0,0.33942084621011165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Florida,1994,14239444,214.0,1.5028676681477169,0.0,0.0,2.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,63.0,0.0,21.0
Georgia,1994,7157165,51.0,0.7125726457333316,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,22.0
Idaho,1994,1145140,80.0,6.986045374364706,1.0,1.0,1.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,22.0,0.0,9.0
Illinois,1994,11912585,239.0,2.006281592114558,0.0,8.0,5.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,14.0,1.0,0.0,55.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,32.0
Indiana,1994,5793526,32.0,0.5523406643898724,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0
Iowa,1994,2850746,61.0,2.1397907775719056,0.0,0.0,3.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0
Kentucky,1994,3849088,4.0,0.10392072096039374,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louisiana,1994,4347481,9.0,0.20701643089412008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
Maine,1994,1242662,7.0,0.563306836452712,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maryland,1994,5023060,331.0,6.589608724562318,2.0,4.0,9.0,0.0,0.0,165.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,1.0,0.0,39.0,4.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,57.0,0.0,9.0
Michigan,1994,9597737,252.0,2.6256189349635233,0.0,6.0,8.0,1.0,0.0,110.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,13.0,1.0,0.0,2.0,0.0,0.0,69.0,0.0,7.0
Mississippi,1994,2688992,6.0,0.22313193940331547,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Missouri,1994,5324497,140.0,2.6293563504684103,0.0,1.0,5.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,9.0
Nevada,1994,1499298,16.0,1.0671661004016546,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0
New Hampshire,1994,1142560,3.0,0.2625682677496149,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Jersey,1994,8014306,895.0,11.167529665076428,0.0,8.0,31.0,0.0,0.0,362.0,0.0,4.0,0.0,0.0,29.0,0.0,6.0,0.0,47.0,6.0,0.0,224.0,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,58.0,13.0,0.0,5.0,0.0,0.0,81.0,0.0,39.0
New Mexico,1994,1682398,12.0,0.7132676096856987,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
New York,1994,18459470,911.0,4.935136274226725,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,48.0,0.0,0.0,317.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,17.0,0.0,0.0,0.0,0.0,110.0,0.0,106.0
North Carolina,1994,7187398,7.0,0.09739268647708113,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
North Dakota,1994,644804,5.0,0.7754294328198956,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ohio,1994,11152454,357.0,3.201089195256936,4.0,4.0,9.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,7.0,3.0,0.0,20.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,27.0
Oklahoma,1994,3280940,20.0,0.6095814004523095,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Oregon,1994,3121264,177.0,5.670779530344117,4.0,1.0,11.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,31.0,0.0,2.0,0.0,19.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,22.0,0.0,45.0
Pennsylvania,1994,12166050,278.0,2.2850473243164378,3.0,1.0,15.0,0.0,0.0,146.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,24.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,9.0
Rhode Island,1994,1015960,37.0,3.641875664396236,0.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0
South Carolina,1994,3705397,33.0,0.8905928298641145,2.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,4.0
South Dakota,1994,730790,1.0,0.13683821617701392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tennessee,1994,5231438,20.0,0.3823040624776591,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0
Texas,1994,18564062,365.0,1.9661645172268871,0.0,5.0,16.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,32.0,0.0,0.0,17.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,72.0,0.0,60.0
Utah,1994,1960446,93.0,4.743818498443721,1.0,0.0,6.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,36.0,0.0,16.0
Vermont,1994,583836,12.0,2.055371713974472,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0
Virginia,1994,6593139,95.0,1.4408918119275205,0.0,2.0,3.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,13.0,0.0,5.0
Washington,1994,5375161,281.0,5.227750387383745,1.0,2.0,22.0,0.0,1.0,107.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,20.0,1.0,0.0,22.0,8.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,34.0,0.0,40.0
Wisconsin,1994,5133678,40.0,0.7791684636239359,0.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0
Wyoming,1994,480283,6.0,1.2492634550879378,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Alaska,1995,604412,8.0,1.3236004579657585,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Arizona,1995,4432499,220.0,4.963340093252135,1.0,4.0,9.0,0.0,0.0,89.0,0.0,3.0,0.0,0.0,36.0,0.0,0.0,0.0,16.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,27.0,0.0,39.0
Arkansas,1995,2535399,7.0,0.27609066659724957,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
California,1995,31696582,1751.0,5.524254949634632,1.0,0.0,142.0,0.0,1.0,568.0,0.0,4.0,0.0,0.0,251.0,0.0,1.0,0.0,158.0,8.0,0.0,174.0,50.0,0.0,0.0,0.0,81.0,7.0,0.0,0.0,73.0,18.0,0.0,8.0,0.0,0.0,195.0,0.0,315.0
Colorado,1995,3826653,149.0,3.893742129218406,2.0,7.0,15.0,0.0,1.0,46.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,15.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,14.0
Connecticut,1995,3324144,87.0,2.6172151386943523,0.0,0.0,2.0,0.0,0.0,22.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,12.0
