State,Per Capita
AR,0.712899880124805
AK,0.888491371267966
AZ,2.803052706844972
AR,4.004591459021512
CA,3.600657190728949
CO,2.965835900723304
CT,3.61055989264981
DE,5.70252819842005
FL,1.188969664209646
GA,0.1419862987590506
ID,1.4979549510475132
IL,1.2337911673997577
IN,0.631645203625833
IA,0.9722916982382076
KS,4.0174727490480215
KY,1.5642631289670956
LA,0.511311013058186
ME,4.3063751729160735
MD,3.76730360753084
MA,5.9905611221319415
MI,6.1179259115186495
MN,2.653210820839518
MS,0.1376946744519235
MO,1.403459767943062
MT,2.519177236714489
NE,3.159035433659409
NV,4.955091019075911
NH,2.904335025745401
NJ,8.774280367582312
NM,1.0192968177043702
NY,2.732321812444323
NC,1.121419447880349
ND,2.463729285426117
OH,2.65651373247757
OK,1.4189961854043722
OR,3.9227619076935984
PA,0.6874055866411197
RI,1.7872327616696893
SC,1.881663124015139
SD,11.238351384935246
TN,3.383279961818208
TX,1.0402584293039516
UT,1.465052363743201
VT,4.3346198056806
VA,4.443734952712014
WA,2.7783214951199646
WV,1.9147530078034392
WI,1.523937927318918
WY,0.9566320429642584
