State,Per Capita
AL,0.0222049960797079
AK,2.0048919363246323
AZ,4.48246250156977
AR,6.349052559879272
CA,4.17551232784557
CO,1.8989862946184493
CT,4.21888130191807
DE,2.44497880814618
FL,1.3584970905520644
GA,0.2667349198803682
ID,1.4669424518476142
IL,1.6565777365827956
IN,1.0489559015711425
IA,1.2916387802987015
KS,1.7994832177991658
KY,1.967370791101655
LA,0.1327127684281632
ME,5.8935502363925965
MD,4.512151788786175
MA,6.243611392021724
MI,4.19274601161301
MN,4.254416480065981
MS,0.0348637107818117
MO,0.9633231355362374
MT,0.54369692158803
NE,2.5307092945475294
NV,4.313315694688397
NH,2.5003125390673837
NJ,6.905850929883291
NM,0.5858623947711248
NY,3.144565697669356
NC,0.9142177602590964
ND,1.5653935321070038
OH,2.133839298113791
OK,1.0841988854435458
OR,2.9035546274203807
PA,0.9535617065134244
RI,4.200339387422504
SC,1.5420583153446608
SD,1.3093649710826747
TN,2.753166483464242
TX,1.3163311164653004
UT,2.542225303022664
VT,4.369936134192646
VA,3.868615308558721
WA,3.653273242722328
WV,1.7105382953658208
WI,0.5657757159207278
WY,2.383539277747873
