state,year,population_estimate,total_incidents_per_capita,anti_american_indian_or_alaska_native_per_capita,anti_arab_per_capita,anti_asian_per_capita,anti_atheism_agnosticism_per_capita,anti_bisexual_per_capita,anti_black_or_african_american_per_capita,anti_buddhist_per_capita,anti_catholic_per_capita,anti_eastern_orthodox_russian_greek_other_per_capita,anti_female_per_capita,anti_gay_male_per_capita,anti_gender_non_conforming_per_capita,anti_heterosexual_per_capita,anti_hindu_per_capita,anti_hispanic_or_latino_per_capita,anti_islamic_muslim_per_capita,anti_jehovahs_witness_per_capita,anti_jewish_per_capita,anti_lesbian_female_per_capita,anti_male_per_capita,anti_mental_disability_per_capita,anti_mormon_per_capita,anti_multiple_races_group_per_capita,anti_multiple_religions_group_per_capita,anti_native_hawaiian_or_other_pacific_islander_per_capita,anti_other_christian_per_capita,anti_other_race_ethnicity_ancestry_per_capita,anti_other_religion_per_capita,anti_physical_disability_per_capita,anti_protestant_per_capita,anti_sikh_per_capita,anti_transgender_per_capita,anti_white_per_capita,unknown_motivation_per_capita,anti_lgbtq_grouped_per_capita
Alabama,2020,5024803,0.5373344984868064,0.0,0.0,0.0,0.0,0.0,0.13930894405213498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970383316520071,0.0,0.0,0.0,0.0,0.0,0.0,0.019901277721733567,0.0,0.0,0.019901277721733567,0.0,0.0,0.0,0.0,0.019901277721733567,0.0,0.27861788810426996,0.0,0.019901277721733567
Alaska,2020,732441,1.3652976826802432,0.13652976826802432,0.0,0.0,0.0,0.0,0.27305953653604864,0.0,0.0,0.0,0.13652976826802432,0.13652976826802432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13652976826802432,0.0,0.0,0.13652976826802432,0.0,0.0,0.13652976826802432,0.0,0.0,0.0,0.0,0.0,0.13652976826802432,0.13652976826802432,0.0,0.27305953653604864
Arizona,2020,7177986,3.9286786014907245,0.11145187521959501,0.013931484402449377,0.05572593760979751,0.0,0.0,1.6439151594890267,0.0,0.0,0.0,0.013931484402449377,0.3622185944636838,0.013931484402449377,0.0,0.0,0.4597389852808295,0.08358890641469627,0.0,0.23683523484163943,0.041794453207348134,0.0,0.0,0.0,0.11145187521959501,0.0,0.0,0.05572593760979751,0.0696574220122469,0.0696574220122469,0.027862968804898754,0.05572593760979751,0.027862968804898754,0.08358890641469627,0.40401304767103197,0.0,0.5572593760979752
Arkansas,2020,3012232,1.6598987063413442,0.03319797412682688,0.0,0.03319797412682688,0.0,0.0,0.36517771539509575,0.0,0.06639594825365376,0.13279189650730752,0.03319797412682688,0.13279189650730752,0.13279189650730752,0.0,0.0,0.09959392238048066,0.0,0.0,0.03319797412682688,0.0,0.0,0.03319797412682688,0.0,0.0,0.0,0.0,0.0,0.06639594825365376,0.03319797412682688,0.0,0.0,0.03319797412682688,0.03319797412682688,0.36517771539509575,0.0,0.33197974126826885
California,2020,39499738,3.3898959026006708,0.00506332472382475,0.025316623619123752,0.23038127493402613,0.0,0.0101266494476495,1.1645646864796926,0.015189974171474252,0.015189974171474252,0.007594987085737126,0.007594987085737126,0.4227876144393667,0.012658311809561876,0.0,0.00506332472382475,0.3924076660964182,0.03797493542868563,0.0,0.2936728339818355,0.04556992251442275,0.0,0.002531662361912375,0.002531662361912375,0.06329155904780938,0.00506332472382475,0.0,0.015189974171474252,0.14936807935283014,0.043038260152510374,0.0101266494476495,0.007594987085737126,0.0101266494476495,0.13670976754326825,0.20759631367681478,0.0,0.6784855129925165
Colorado,2020,5784308,4.892547215673854,0.10372891623336794,0.05186445811668397,0.12101706893892925,0.034576305411122644,0.06915261082224529,1.6769508124394483,0.017288152705561322,0.017288152705561322,0.017288152705561322,0.0,0.3803393595223491,0.017288152705561322,0.0,0.0,0.587797191989085,0.034576305411122644,0.0,0.41491566493347176,0.05186445811668397,0.0,0.06915261082224529,0.0,0.13830522164449058,0.017288152705561322,0.0,0.017288152705561322,0.13830522164449058,0.0,0.017288152705561322,0.017288152705561322,0.017288152705561322,0.1555933743500519,0.3976275122279104,0.0,1.0027128569225567
Connecticut,2020,3600260,2.805352946731625,0.0,0.0,0.027775771749818066,0.0,0.0,1.249909728741813,0.0,0.05555154349963613,0.0,0.0,0.22220617399854453,0.0,0.0,0.027775771749818066,0.22220617399854453,0.027775771749818066,0.0,0.3333092609978168,0.05555154349963613,0.0,0.0833273152494542,0.0,0.13887885874909034,0.0,0.0,0.027775771749818066,0.11110308699927227,0.027775771749818066,0.027775771749818066,0.0,0.0,0.0,0.13887885874909034,0.0,0.416636576247271
Delaware,2020,991886,1.3106344882375596,0.0,0.0,0.0,0.0,0.0,0.6049082253404121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016360751134707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10081803755673535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4032721502269414
District of Columbia,2020,690093,19.41767269049244,0.0,0.0,0.14490800515292868,0.0,0.0,3.6227001288232166,0.0,0.0,0.0,0.0,5.506504195811289,0.0,0.0,0.0,2.17362007729393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14490800515292868,2.318528082446859,0.0,0.0,0.0,0.0,4.0574241442820025,1.0143560360705006,0.0,9.998652355552078
Florida,2020,21569932,0.505333071981868,0.0,0.0,0.01390824968757435,0.0,0.0,0.20398766208442382,0.0,0.004636083229191451,0.0,0.0,0.07881341489625465,0.0,0.0,0.0,0.023180416145957252,0.004636083229191451,0.0,0.07417733166706321,0.0,0.0,0.0,0.0,0.009272166458382901,0.004636083229191451,0.0,0.0,0.009272166458382901,0.004636083229191451,0.0,0.0,0.0,0.009272166458382901,0.041724749062723054,0.0,0.1112659975005948
