State,Per Capita
AR,0.7221314695047163
AK,0.5997487052924825
AZ,3.322442913494718
AR,4.85419961979032
CA,3.851742200215067
CO,2.6986835605696853
CT,2.9370200253439167
DE,5.797787375022185
FL,1.2946951463728529
GA,0.1904565153045254
ID,1.960453452883652
IL,1.3322862198067662
IN,0.860062153824983
IA,1.0457237656580267
KS,2.659091049827359
KY,1.0997570493231474
LA,0.3714525191909851
ME,4.322153615405672
MD,3.4868881383039314
MA,5.84074749074304
MI,6.039117763492827
MN,4.023753427515207
MS,0.13764894906748
MO,1.34708046215222
MT,6.914143358912119
NE,4.030662555769325
NV,3.165932266318222
NH,2.541409573566876
NJ,8.529845327783
NM,0.9315449051221514
NY,2.602885858228438
NC,1.0223531191591615
ND,1.8573292534000727
OH,1.666183967646371
OK,1.1553861991091128
OR,3.819327012439382
PA,0.6425707972456203
RI,1.404604856561752
SC,2.295001346556913
SD,1.1605520617207377
TN,2.0029854498129462
TX,1.1590068242234006
UT,1.668213493894135
VT,5.473145368350732
VA,3.866912230990596
WA,2.732805896468208
WV,2.5267894613104587
WI,0.8113713148867164
WY,0.5834793652522479
