state,year,population_estimate,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Maine,2009,1329590,50.0,1.0,0.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0
Maryland,2009,5730388,102.0,0.0,0.0,4.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,23.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0
Massachusetts,2009,6517613,317.0,0.0,0.0,11.0,0.0,0.0,107.0,0.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,18.0,6.0,0.0,48.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,67.0
Michigan,2009,9901591,315.0,1.0,0.0,4.0,3.0,1.0,121.0,0.0,3.0,0.0,0.0,32.0,0.0,1.0,0.0,11.0,11.0,0.0,7.0,9.0,0.0,4.0,0.0,13.0,0.0,0.0,0.0,14.0,3.0,2.0,0.0,0.0,0.0,56.0,0.0,61.0
Minnesota,2009,5281203,153.0,2.0,0.0,5.0,0.0,0.0,63.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,5.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,0.0,0.0,16.0,0.0,28.0
Mississippi,2009,2958774,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Missouri,2009,5961088,125.0,0.0,0.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,11.0,0.0,21.0
Montana,2009,983982,28.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,9.0
Nebraska,2009,1812683,78.0,2.0,0.0,2.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,7.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,9.0
Nevada,2009,2684665,48.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0
New Hampshire,2009,1316102,26.0,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
New Jersey,2009,8755602,549.0,1.0,0.0,9.0,0.0,4.0,190.0,0.0,3.0,0.0,0.0,41.0,0.0,2.0,0.0,23.0,7.0,0.0,183.0,10.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,27.0,15.0,0.0,2.0,0.0,0.0,16.0,0.0,64.0
New Mexico,2009,2036802,15.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
New York,2009,19307066,641.0,0.0,0.0,3.0,0.0,2.0,127.0,0.0,6.0,0.0,0.0,80.0,0.0,0.0,0.0,42.0,10.0,0.0,246.0,26.0,0.0,1.0,0.0,10.0,11.0,0.0,0.0,26.0,13.0,1.0,2.0,0.0,0.0,26.0,0.0,117.0
North Carolina,2009,9449566,103.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,3.0,0.0,5.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,15.0
North Dakota,2009,664968,14.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Ohio,2009,11528896,303.0,3.0,0.0,3.0,1.0,1.0,100.0,0.0,3.0,0.0,0.0,20.0,0.0,2.0,0.0,9.0,5.0,0.0,8.0,2.0,0.0,46.0,0.0,9.0,5.0,0.0,0.0,24.0,3.0,6.0,1.0,0.0,0.0,29.0,0.0,46.0
Oklahoma,2009,3717572,60.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,14.0
Oregon,2009,3808600,131.0,1.0,0.0,0.0,0.0,1.0,39.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.0,2.0,0.0,11.0,4.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,9.0,3.0,1.0,2.0,0.0,0.0,14.0,0.0,24.0
Pennsylvania,2009,12666858,36.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Rhode Island,2009,1053646,35.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0
South Carolina,2009,4589872,109.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,8.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,20.0,0.0,16.0
South Dakota,2009,807067,42.0,11.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
Tennessee,2009,6306019,171.0,1.0,0.0,1.0,0.0,0.0,61.0,0.0,1.0,0.0,0.0,25.0,0.0,1.0,0.0,12.0,0.0,0.0,5.0,8.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,0.0,6.0,0.0,0.0,27.0,0.0,44.0
Texas,2009,24801761,165.0,1.0,0.0,2.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,18.0,3.0,0.0,9.0,4.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,9.0,4.0,0.0,1.0,0.0,0.0,11.0,0.0,36.0
Utah,2009,2723421,49.0,2.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,6.0
Vermont,2009,624817,24.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,7.0
Virginia,2009,7925937,150.0,1.0,0.0,2.0,0.0,1.0,72.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,1.0,0.0,21.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,18.0
Washington,2009,6667426,208.0,6.0,0.0,8.0,1.0,0.0,84.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,6.0,0.0,12.0,8.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,36.0
West Virginia,2009,1847775,25.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,3.0
Wisconsin,2009,5669264,54.0,3.0,0.0,3.0,0.0,3.0,20.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0
Wyoming,2009,559851,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alabama,2010,4785514,19.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Alaska,2010,713982,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Arizona,2010,6407342,236.0,1.0,0.0,6.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,25.0,9.0,0.0,27.0,6.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,12.0,8.0,2.0,1.0,0.0,0.0,7.0,0.0,51.0
Arkansas,2010,2921998,64.0,1.0,0.0,5.0,0.0,3.0,21.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0
California,2010,37319550,1092.0,0.0,0.0,32.0,0.0,3.0,323.0,0.0,10.0,0.0,0.0,106.0,0.0,3.0,0.0,119.0,22.0,0.0,128.0,30.0,0.0,2.0,0.0,34.0,7.0,0.0,0.0,57.0,25.0,3.0,6.0,0.0,0.0,47.0,0.0,274.0
Colorado,2010,5047539,154.0,0.0,0.0,3.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,7.0,0.0,13.0,7.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,16.0,0.0,39.0
Connecticut,2010,3579173,147.0,0.0,0.0,3.0,0.0,0.0,53.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,1.0,0.0,39.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,18.0
Delaware,2010,899647,20.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
District of Columbia,2010,605282,58.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,35.0
Florida,2010,18846143,136.0,0.0,0.0,2.0,0.0,0.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,13.0,0.0,29.0
Georgia,2010,9712209,17.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
Hawaii,2010,1364004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,2010,1570819,28.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0
Illinois,2010,12840545,94.0,0.0,0.0,2.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,3.0,0.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,20.0
Indiana,2010,6490555,94.0,1.0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,7.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,5.0,0.0,17.0
Iowa,2010,3050819,17.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Kansas,2010,2858266,58.0,1.0,0.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
Kentucky,2010,4348464,173.0,2.0,0.0,2.0,0.0,2.0,73.0,0.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,39.0,0.0,18.0
Louisiana,2010,4544635,13.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0
Maine,2010,1327651,61.0,0.0,0.0,1.0,0.0,1.0,27.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,18.0
Maryland,2010,5788784,80.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0
Massachusetts,2010,6566440,316.0,0.0,0.0,15.0,0.0,0.0,105.0,0.0,4.0,0.0,0.0,58.0,0.0,0.0,0.0,20.0,7.0,0.0,43.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,2.0,0.0,0.0,28.0,0.0,69.0
Michigan,2010,9877597,307.0,2.0,0.0,4.0,1.0,0.0,127.0,0.0,2.0,0.0,0.0,29.0,0.0,2.0,0.0,10.0,6.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,19.0,2.0,0.0,1.0,0.0,0.0,59.0,0.0,49.0
Minnesota,2010,5310934,127.0,0.0,0.0,5.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,20.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,20.0
Mississippi,2010,2970615,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Missouri,2010,5996089,142.0,1.0,0.0,3.0,1.0,0.0,65.0,0.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,9.0,6.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,22.0
Montana,2010,990730,31.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0
Nebraska,2010,1829591,61.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,7.0
Nevada,2010,2702483,68.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,2.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0
New Hampshire,2010,1316807,31.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
New Jersey,2010,8799451,543.0,1.0,0.0,12.0,0.0,3.0,193.0,0.0,4.0,0.0,0.0,27.0,0.0,1.0,0.0,32.0,10.0,0.0,194.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,20.0,10.0,2.0,3.0,0.0,0.0,17.0,0.0,39.0
New Mexico,2010,2064614,24.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
New York,2010,19399956,699.0,0.0,0.0,4.0,0.0,0.0,140.0,0.0,8.0,0.0,0.0,114.0,0.0,0.0,0.0,58.0,29.0,0.0,220.0,13.0,0.0,1.0,0.0,13.0,2.0,0.0,0.0,39.0,14.0,0.0,2.0,0.0,0.0,32.0,0.0,137.0
North Carolina,2010,9574586,94.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,14.0
North Dakota,2010,674752,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Ohio,2010,11539449,247.0,3.0,0.0,3.0,1.0,1.0,91.0,0.0,1.0,0.0,0.0,13.0,0.0,3.0,0.0,7.0,8.0,0.0,20.0,3.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,16.0,5.0,1.0,0.0,0.0,0.0,44.0,0.0,33.0
Oklahoma,2010,3760014,49.0,1.0,0.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0
Oregon,2010,3837614,134.0,1.0,0.0,3.0,0.0,0.0,39.0,0.0,2.0,0.0,0.0,20.0,0.0,1.0,0.0,15.0,3.0,0.0,7.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,10.0,1.0,1.0,5.0,0.0,0.0,6.0,0.0,32.0
Pennsylvania,2010,12711406,57.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0
Rhode Island,2010,1053994,20.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
South Carolina,2010,4635846,109.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,0.0,4.0,3.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,14.0,0.0,27.0
South Dakota,2010,816193,51.0,9.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0
Tennessee,2010,6355518,147.0,1.0,0.0,2.0,0.0,1.0,71.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,7.0,4.0,0.0,3.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,17.0,0.0,25.0
Texas,2010,25241897,174.0,0.0,0.0,3.0,0.0,1.0,70.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,21.0,7.0,0.0,3.0,6.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,9.0,3.0,0.0,3.0,0.0,0.0,8.0,0.0,39.0
Utah,2010,2775413,63.0,4.0,0.0,2.0,0.0,1.0,8.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,0.0,6.0,0.0,15.0
Vermont,2010,625886,17.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Virginia,2010,8024004,175.0,4.0,0.0,3.0,0.0,0.0,68.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,3.0,0.0,17.0,1.0,0.0,3.0,0.0,8.0,2.0,0.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,24.0,0.0,15.0
Washington,2010,6743009,232.0,5.0,0.0,11.0,0.0,0.0,80.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,23.0,3.0,0.0,25.0,3.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,18.0,2.0,2.0,1.0,0.0,0.0,18.0,0.0,28.0
West Virginia,2010,1854265,33.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,4.0
Wisconsin,2010,5690538,93.0,2.0,0.0,3.0,1.0,3.0,15.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,1.0,0.0,2.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,28.0
Wyoming,2010,564531,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alabama,2011,4799642,83.0,1.0,0.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,6.0
Alaska,2011,722349,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Arizona,2011,6473416,193.0,2.0,0.0,7.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,32.0,6.0,0.0,23.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,6.0,0.0,1.0,0.0,0.0,11.0,0.0,35.0
Arkansas,2011,2941038,36.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,9.0,0.0,2.0
