state,year,total_incidents,anti_american_indian_or_alaska_native,anti_arab,anti_asian,anti_atheism_agnosticism,anti_bisexual,anti_black_or_african_american,anti_buddhist,anti_catholic,anti_eastern_orthodox_russian_greek_other,anti_female,anti_gay_male,anti_gender_non_conforming,anti_heterosexual,anti_hindu,anti_hispanic_or_latino,anti_islamic_muslim,anti_jehovahs_witness,anti_jewish,anti_lesbian_female,anti_male,anti_mental_disability,anti_mormon,anti_multiple_races_group,anti_multiple_religions_group,anti_native_hawaiian_or_other_pacific_islander,anti_other_christian,anti_other_race_ethnicity_ancestry,anti_other_religion,anti_physical_disability,anti_protestant,anti_sikh,anti_transgender,anti_white,unknown_motivation,anti_lgbtq_grouped
Texas,2008,247,0,0,4,0,0,100,0,3,0,0,37,0,0,0,25,2,0,10,7,0,0,0,10,0,0,0,10,8,0,2,0,0,17,0,56
Utah,2008,40,0,0,2,2,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,5,0,9
Vermont,2008,22,0,0,0,0,0,10,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,5
Virginia,2008,267,4,0,3,0,0,113,0,4,0,0,16,0,3,0,8,2,0,20,7,0,2,0,15,2,0,0,11,5,2,4,0,0,39,0,30
Washington,2008,240,1,0,6,0,0,97,0,1,0,0,32,0,0,0,16,3,0,23,2,0,2,0,8,3,0,0,23,5,1,0,0,0,9,0,42
West Virginia,2008,46,0,0,0,0,0,19,0,0,0,0,4,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,9
Wisconsin,2008,95,3,0,7,0,2,34,0,1,0,0,13,0,0,0,7,1,0,5,1,0,2,0,1,0,0,0,3,2,0,0,0,0,9,0,20
Wyoming,2008,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
Alabama,2009,9,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Alaska,2009,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Arizona,2009,219,2,0,8,0,0,59,0,1,0,0,28,0,0,0,35,6,0,35,8,0,1,0,11,0,0,0,7,7,0,1,0,0,5,0,41
Arkansas,2009,75,1,0,1,1,4,23,0,1,0,0,5,0,4,0,7,1,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,20,0,13
California,2009,1018,2,0,25,0,1,358,0,9,0,0,110,0,0,0,78,11,0,147,27,0,2,0,34,3,0,0,65,21,2,3,0,0,37,0,222
Colorado,2009,208,6,0,5,0,0,57,0,1,0,0,8,0,0,0,41,2,0,10,7,0,2,0,7,0,0,0,11,1,1,0,0,0,37,0,28
Connecticut,2009,200,1,0,3,0,0,84,0,2,0,0,11,0,0,0,9,3,0,36,7,0,0,0,6,0,0,0,14,2,2,1,0,0,10,0,27
Delaware,2009,37,0,0,1,0,0,15,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,3
District of Columbia,2009,37,0,0,0,0,0,2,0,0,0,0,29,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,31
Florida,2009,130,0,0,2,0,0,51,0,1,0,0,0,0,2,0,9,1,0,16,0,0,0,0,1,0,0,0,4,0,0,3,0,0,14,0,26
Georgia,2009,11,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
Idaho,2009,35,0,0,0,0,1,10,0,2,0,0,1,0,1,0,9,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4
Illinois,2009,129,0,0,4,0,0,55,0,0,0,0,18,0,1,0,8,1,0,19,1,0,0,0,3,0,0,0,3,0,0,0,0,0,14,0,21
Indiana,2009,55,0,0,3,0,0,27,0,0,0,0,11,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,4,0,12
Iowa,2009,17,0,0,0,0,0,7,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,4
Kansas,2009,122,1,0,2,1,0,47,0,1,0,0,8,0,2,0,12,1,0,10,2,0,1,0,3,0,0,0,8,2,0,3,0,0,10,0,18
Kentucky,2009,153,3,0,3,1,0,54,0,0,0,0,14,0,0,0,17,1,0,4,4,0,2,0,6,3,0,0,2,2,1,0,0,0,31,0,24
Louisiana,2009,13,1,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Maine,2009,50,1,0,2,0,0,21,0,0,0,0,8,0,1,0,1,1,0,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,13
Maryland,2009,102,0,0,4,0,0,53,0,0,0,0,6,0,0,0,3,2,0,23,2,0,0,0,2,0,0,0,2,1,0,0,0,0,3,0,9
Massachusetts,2009,317,0,0,11,0,0,107,0,2,0,0,53,0,0,0,18,6,0,48,14,0,1,0,0,0,0,0,18,2,1,1,0,0,35,0,67
Michigan,2009,315,1,0,4,3,1,121,0,3,0,0,32,0,1,0,11,11,0,7,9,0,4,0,13,0,0,0,14,3,2,0,0,0,56,0,61
Minnesota,2009,153,2,0,5,0,0,63,0,1,0,0,21,0,0,0,14,5,0,7,7,0,1,0,0,0,0,0,8,2,1,0,0,0,16,0,28
Mississippi,2009,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Missouri,2009,125,0,0,1,0,0,63,0,0,0,0,9,0,0,0,2,6,0,8,2,0,0,0,7,0,0,0,3,1,0,2,0,0,11,0,21
Montana,2009,28,1,0,0,0,2,1,0,1,0,0,4,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,0,9
Nebraska,2009,78,2,0,2,0,0,33,0,0,0,0,4,0,1,0,7,1,0,7,0,0,1,0,2,1,0,0,1,1,2,0,0,0,8,0,9
Nevada,2009,48,0,0,1,0,0,17,0,0,0,0,14,0,0,0,4,0,0,3,2,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,16
New Hampshire,2009,26,0,0,2,0,0,13,0,0,0,0,3,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
New Jersey,2009,549,1,0,9,0,4,190,0,3,0,0,41,0,2,0,23,7,0,183,10,0,2,0,5,0,0,0,27,15,0,2,0,0,16,0,64
New Mexico,2009,15,2,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,5
New York,2009,641,0,0,3,0,2,127,0,6,0,0,80,0,0,0,42,10,0,246,26,0,1,0,10,11,0,0,26,13,1,2,0,0,26,0,117
North Carolina,2009,103,0,0,1,0,0,54,0,0,0,0,8,0,0,0,10,3,0,5,2,0,0,0,3,0,0,0,2,0,0,1,0,0,9,0,15
North Dakota,2009,14,6,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
Ohio,2009,303,3,0,3,1,1,100,0,3,0,0,20,0,2,0,9,5,0,8,2,0,46,0,9,5,0,0,24,3,6,1,0,0,29,0,46
Oklahoma,2009,60,0,0,1,0,1,30,0,0,0,0,5,0,0,0,6,1,0,3,7,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,14
Oregon,2009,131,1,0,0,0,1,39,0,0,0,0,16,0,0,0,13,2,0,11,4,0,1,0,11,0,0,0,9,3,1,2,0,0,14,0,24
Pennsylvania,2009,36,0,0,3,0,0,19,0,1,0,0,1,0,0,0,2,0,0,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
Rhode Island,2009,35,0,0,0,0,0,6,0,2,0,0,7,0,0,0,1,2,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,12
South Carolina,2009,109,0,0,1,1,0,36,0,2,0,0,9,0,0,0,8,2,0,0,2,0,2,0,3,8,0,0,2,4,3,0,0,0,20,0,16
South Dakota,2009,42,11,0,0,0,1,11,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,2,1,0,0,0,0,4,0,4
Tennessee,2009,171,1,0,1,0,0,61,0,1,0,0,25,0,1,0,12,0,0,5,8,0,1,0,3,1,0,0,3,4,0,6,0,0,27,0,44
Texas,2009,165,1,0,2,0,0,63,0,0,0,0,23,0,0,0,18,3,0,9,4,0,0,0,7,1,0,0,9,4,0,1,0,0,11,0,36
Utah,2009,49,2,0,1,1,1,6,0,1,0,0,3,0,2,0,9,2,0,0,0,0,0,0,1,1,0,0,3,10,0,1,0,0,3,0,6
Vermont,2009,24,0,0,1,0,0,4,0,2,0,0,2,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,7
Virginia,2009,150,1,0,2,0,1,72,0,1,0,0,11,0,0,0,4,1,0,21,2,0,0,0,12,1,0,0,4,1,0,0,0,0,12,0,18
Washington,2009,208,6,0,8,1,0,84,0,1,0,0,19,0,0,0,15,6,0,12,8,0,0,0,12,4,0,0,10,2,0,1,0,0,10,0,36
West Virginia,2009,25,0,0,0,0,0,11,0,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,3
Wisconsin,2009,54,3,0,3,0,3,20,0,3,0,0,3,0,0,0,4,0,0,2,1,0,0,0,1,1,0,0,1,2,0,1,0,0,2,0,11
Wyoming,2009,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Alabama,2010,19,0,0,0,0,0,11,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,2
Alaska,2010,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1
Arizona,2010,236,1,0,6,0,0,80,0,0,0,0,42,0,0,0,25,9,0,27,6,0,0,0,4,3,0,0,12,8,2,1,0,0,7,0,51
Arkansas,2010,64,1,0,5,0,3,21,0,2,0,0,5,0,1,0,4,0,0,0,1,0,1,0,3,3,0,0,2,1,0,0,0,0,11,0,9
California,2010,1092,0,0,32,0,3,323,0,10,0,0,106,0,3,0,119,22,0,128,30,0,2,0,34,7,0,0,57,25,3,6,0,0,47,0,274
Colorado,2010,154,0,0,3,0,0,40,0,0,0,0,17,0,0,0,17,7,0,13,7,0,1,0,2,2,0,0,10,3,0,1,0,0,16,0,39
Connecticut,2010,147,0,0,3,0,0,53,0,1,0,0,12,0,0,0,6,1,0,39,0,0,0,0,6,1,0,0,9,4,0,0,0,0,6,0,18
Delaware,2010,20,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,3
District of Columbia,2010,58,0,0,1,0,0,5,0,0,0,0,31,0,0,0,3,0,0,2,3,0,0,0,2,2,0,0,1,0,0,0,0,0,7,0,35
Florida,2010,136,0,0,2,0,0,47,0,2,0,0,0,0,0,0,0,1,0,23,0,0,0,0,3,0,0,0,13,2,0,1,0,0,13,0,29
Georgia,2010,17,0,0,1,0,0,6,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,1
Idaho,2010,28,0,0,1,0,0,12,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,3,0,2
Illinois,2010,94,0,0,2,0,0,31,0,2,0,0,16,0,0,0,5,3,0,14,1,0,0,0,2,0,0,0,4,0,1,0,0,0,10,0,20
Indiana,2010,94,1,0,2,0,0,44,0,0,0,0,10,0,0,0,7,1,0,6,5,0,0,0,5,0,0,0,1,2,0,3,0,0,5,0,17
Iowa,2010,17,0,0,1,0,0,8,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
Kansas,2010,58,1,0,2,0,0,28,0,0,0,0,7,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,15
Kentucky,2010,173,2,0,2,0,2,73,0,2,0,0,8,0,0,0,16,1,0,4,6,0,0,0,5,2,0,0,3,3,2,1,0,0,39,0,18
Louisiana,2010,13,0,0,0,1,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,2
Maine,2010,61,0,0,1,0,1,27,0,1,0,0,12,0,0,0,5,1,0,4,3,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,18
Maryland,2010,80,0,0,1,0,0,35,0,0,0,0,11,0,0,0,4,0,0,17,0,0,0,0,3,0,0,0,2,0,0,0,0,0,5,0,13
Massachusetts,2010,316,0,0,15,0,0,105,0,4,0,0,58,0,0,0,20,7,0,43,11,0,0,0,0,0,0,0,22,1,0,2,0,0,28,0,69
Michigan,2010,307,2,0,4,1,0,127,0,2,0,0,29,0,2,0,10,6,0,14,8,0,0,0,6,3,0,0,19,2,0,1,0,0,59,0,49
Minnesota,2010,127,0,0,5,0,0,46,0,0,0,0,16,0,2,0,20,2,0,4,4,0,0,0,0,0,0,0,7,3,0,0,0,0,18,0,20
Mississippi,2010,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Missouri,2010,142,1,0,3,1,0,65,0,3,0,0,13,0,0,0,9,6,0,4,3,0,0,0,2,0,0,0,4,0,0,2,0,0,20,0,22
Montana,2010,31,1,0,0,0,4,6,0,0,0,0,2,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,10
Nebraska,2010,61,0,0,0,0,0,22,0,0,0,0,5,0,0,0,5,3,0,4,1,0,0,0,2,0,0,0,5,0,0,0,0,0,13,0,7
Nevada,2010,68,0,0,0,0,0,22,0,0,0,0,13,0,0,0,10,2,0,13,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,15
New Hampshire,2010,31,0,0,2,0,0,8,0,1,0,0,6,0,0,0,3,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,11
New Jersey,2010,543,1,0,12,0,3,193,0,4,0,0,27,0,1,0,32,10,0,194,2,0,4,0,1,0,0,0,20,10,2,3,0,0,17,0,39
New Mexico,2010,24,1,0,0,0,0,9,0,0,0,0,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,5
New York,2010,699,0,0,4,0,0,140,0,8,0,0,114,0,0,0,58,29,0,220,13,0,1,0,13,2,0,0,39,14,0,2,0,0,32,0,137
North Carolina,2010,94,0,0,0,0,0,50,0,1,0,0,11,0,0,0,4,5,0,5,0,0,0,0,4,0,0,0,2,1,0,1,0,0,7,0,14
North Dakota,2010,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3
Ohio,2010,247,3,0,3,1,1,91,0,1,0,0,13,0,3,0,7,8,0,20,3,0,2,0,8,2,0,0,16,5,1,0,0,0,44,0,33
Oklahoma,2010,49,1,0,4,0,0,24,0,0,0,0,6,0,0,0,4,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10
Oregon,2010,134,1,0,3,0,0,39,0,2,0,0,20,0,1,0,15,3,0,7,4,0,0,0,8,0,0,0,10,1,1,5,0,0,6,0,32
Pennsylvania,2010,57,0,0,3,0,0,24,0,0,0,0,8,0,0,0,6,2,0,4,1,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,10
Rhode Island,2010,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,2,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3
South Carolina,2010,109,0,0,0,0,1,38,0,0,0,0,16,0,2,0,4,3,0,5,1,0,0,0,2,8,0,0,1,2,2,1,0,0,14,0,27
South Dakota,2010,51,9,0,0,0,0,4,0,0,0,0,2,0,1,0,8,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,0,0,13,0,10
Tennessee,2010,147,1,0,2,0,1,71,0,1,0,0,15,0,0,0,7,4,0,3,4,0,5,0,4,0,0,0,3,2,1,1,0,0,17,0,25
Texas,2010,174,0,0,3,0,1,70,0,1,0,0,24,0,0,0,21,7,0,3,6,0,1,0,4,2,0,0,9,3,0,3,0,0,8,0,39
Utah,2010,63,4,0,2,0,1,8,0,2,0,0,8,0,1,0,5,0,0,4,1,0,0,0,4,1,0,0,0,8,0,3,0,0,6,0,15
Vermont,2010,17,1,0,1,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6
Virginia,2010,175,4,0,3,0,0,68,0,1,0,0,8,0,0,0,16,3,0,17,1,0,3,0,8,2,0,0,8,0,1,2,0,0,24,0,15
Washington,2010,232,5,0,11,0,0,80,0,1,0,0,15,0,0,0,23,3,0,25,3,0,0,0,14,2,0,0,18,2,2,1,0,0,18,0,28
West Virginia,2010,33,0,0,1,0,2,9,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,2,0,0,0,1,1,0,0,0,0,12,0,4
Wisconsin,2010,93,2,0,3,1,3,15,0,5,0,0,14,0,0,0,7,1,0,2,3,0,2,0,2,1,0,0,1,3,0,0,0,0,20,0,28
Wyoming,2010,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2011,83,1,0,1,0,0,31,0,0,0,0,4,0,1,0,8,0,0,2,0,0,2,0,5,3,0,0,3,0,0,0,0,0,20,0,6
Alaska,2011,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Arizona,2011,193,2,0,7,0,0,59,0,0,0,0,29,0,0,0,32,6,0,23,6,0,1,0,1,0,0,0,9,6,0,1,0,0,11,0,35
Arkansas,2011,36,2,0,0,0,0,15,0,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,1,0,2,0,0,9,0,2
California,2011,1040,1,0,30,0,3,312,0,6,0,0,104,0,2,0,88,18,0,133,25,0,4,0,37,7,0,0,83,38,3,1,0,0,36,0,242
Colorado,2011,186,6,0,3,0,1,54,0,2,0,0,21,0,1,0,12,7,0,9,2,0,0,0,5,8,0,0,8,2,0,4,0,0,25,0,40
Connecticut,2011,142,0,0,2,0,3,47,0,0,0,0,12,0,0,0,7,3,0,29,2,0,1,0,3,0,0,0,10,3,0,0,0,0,12,0,25
Delaware,2011,16,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2
District of Columbia,2011,83,0,0,1,0,0,14,0,0,0,0,37,0,0,0,4,0,0,2,6,0,0,0,5,0,0,0,4,0,0,0,0,0,10,0,43
Florida,2011,123,0,0,3,0,0,34,0,1,0,0,0,0,1,0,0,2,0,21,0,0,1,0,2,0,0,0,16,0,0,3,0,0,15,0,24
Georgia,2011,17,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4
Idaho,2011,37,0,0,1,0,0,12,0,3,0,0,2,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,1,0,7
Illinois,2011,69,0,0,1,0,0,31,0,1,0,0,14,0,1,0,6,1,0,4,2,0,0,0,1,0,0,0,3,0,1,0,0,0,3,0,16
Indiana,2011,101,0,0,2,0,0,52,0,1,0,0,8,0,0,0,7,2,0,3,1,0,0,0,3,0,0,0,5,1,0,1,0,0,12,0,12
Iowa,2011,15,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
Kansas,2011,69,0,0,2,0,0,28,0,0,0,0,4,0,0,0,5,2,0,6,1,0,0,0,2,0,0,0,5,2,0,0,0,0,7,0,10
Kentucky,2011,157,0,0,4,0,0,63,0,2,0,0,20,0,1,0,10,8,0,4,2,0,1,0,5,0,0,0,3,3,1,2,0,0,26,0,24
Louisiana,2011,5,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Maine,2011,55,0,0,0,0,0,18,0,0,0,0,21,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,26
Maryland,2011,49,0,0,2,0,1,17,0,1,0,0,5,0,0,0,5,0,0,10,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,0,6
Massachusetts,2011,368,0,0,17,0,0,116,0,4,0,0,82,0,0,0,18,8,0,61,10,0,1,0,0,0,0,0,15,1,3,1,0,0,31,0,92
Michigan,2011,378,5,0,7,1,0,181,0,2,0,0,25,0,1,0,10,16,0,14,3,0,3,0,3,3,0,0,12,10,4,2,0,0,52,0,52
Minnesota,2011,148,2,0,6,0,0,53,0,1,0,0,25,0,2,0,6,5,0,17,6,0,1,0,0,0,0,0,12,0,0,0,0,0,11,0,32
Mississippi,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Missouri,2011,121,1,0,4,0,0,59,0,0,0,0,14,0,0,0,4,1,0,5,1,0,0,0,1,0,0,0,2,1,0,1,0,0,12,0,30
Montana,2011,23,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,4,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,1
Nebraska,2011,36,0,0,1,0,0,19,0,1,0,0,4,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
Nevada,2011,59,0,0,2,0,0,26,0,0,0,0,8,0,0,0,5,0,0,6,2,0,0,0,1,2,0,0,1,1,1,0,0,0,3,0,11
New Hampshire,2011,22,0,0,1,0,0,11,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4
New Jersey,2011,508,0,0,5,0,2,189,0,8,0,0,40,0,1,0,21,16,0,133,12,0,5,0,6,0,0,0,31,9,2,0,0,0,22,0,60
New Mexico,2011,28,3,0,1,0,0,3,0,0,0,0,6,0,0,0,5,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,9
New York,2011,545,1,0,5,0,0,119,0,24,0,0,85,0,0,0,14,19,0,197,15,0,2,0,8,0,0,0,21,13,1,1,0,0,12,0,108
North Carolina,2011,112,1,0,1,0,0,51,0,0,0,0,9,0,0,0,6,3,0,5,2,0,0,0,5,5,0,0,7,3,0,1,0,0,7,0,17
North Dakota,2011,27,4,0,2,0,0,7,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
Ohio,2011,250,2,0,4,1,8,82,0,1,0,0,21,0,3,0,6,8,0,9,6,0,4,0,2,0,0,0,11,3,0,2,0,0,51,0,61
Oklahoma,2011,30,1,0,0,0,0,14,0,0,0,0,2,0,0,0,7,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
Oregon,2011,130,3,0,3,0,0,40,0,4,0,0,23,0,0,0,14,0,0,7,7,0,1,0,3,2,0,0,4,2,0,0,0,0,7,0,40
Pennsylvania,2011,19,0,0,0,0,0,5,0,0,0,0,2,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3
Rhode Island,2011,25,0,0,0,0,0,2,0,3,0,0,6,0,0,0,7,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8
South Carolina,2011,124,0,0,0,0,1,38,0,0,0,0,12,0,1,0,11,2,0,2,1,0,2,0,3,16,0,0,1,4,0,5,0,0,20,0,19
South Dakota,2011,22,4,0,1,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,4
Tennessee,2011,148,1,0,0,0,0,57,0,0,0,0,15,0,2,0,6,5,0,5,0,0,4,0,4,1,0,0,7,3,1,2,0,0,19,0,31
Texas,2011,153,0,0,3,0,0,47,0,2,0,0,36,0,0,0,19,6,0,7,6,0,1,0,0,1,0,0,8,1,1,2,0,0,6,0,49
Utah,2011,69,4,0,1,0,1,8,0,1,0,0,6,0,0,0,6,1,0,1,2,0,1,0,1,0,0,0,2,8,0,5,0,0,16,0,14
Vermont,2011,9,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
Virginia,2011,147,1,0,2,1,0,56,0,1,0,0,13,0,0,0,9,5,0,12,0,0,1,0,8,4,0,0,11,3,0,2,0,0,10,0,21
Washington,2011,213,7,0,6,0,2,57,0,0,0,0,27,0,1,0,21,5,0,18,7,0,0,0,11,1,0,0,14,5,1,3,0,0,12,0,51
West Virginia,2011,19,0,0,1,0,0,11,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Wisconsin,2011,79,9,0,4,1,3,17,0,1,0,0,6,0,0,0,6,0,0,0,3,0,1,0,4,0,0,0,0,2,0,0,0,0,16,0,17
Wyoming,2011,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alabama,2012,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Alaska,2012,6,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona,2012,176,2,0,3,0,1,56,0,3,0,0,36,0,0,0,25,2,0,15,5,0,1,0,5,1,0,0,7,4,0,0,0,0,9,0,43
Arkansas,2012,51,0,0,0,0,6,10,0,1,0,0,3,0,1,0,2,0,0,0,1,0,12,0,0,1,0,0,0,1,0,0,0,0,9,0,14
California,2012,910,3,0,24,1,2,290,0,7,0,0,116,0,1,0,88,20,0,91,28,0,2,0,23,4,0,0,63,20,0,2,0,0,40,0,233
Colorado,2012,189,15,0,2,1,4,39,0,3,0,0,20,0,0,0,26,6,0,13,2,0,0,0,4,4,0,0,9,1,0,6,0,0,27,0,32
Connecticut,2012,149,0,0,3,1,0,51,0,4,0,0,21,0,0,0,10,2,0,9,5,0,1,0,1,1,0,0,15,1,1,2,0,0,10,0,37
Delaware,2012,10,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
District of Columbia,2012,72,0,0,1,0,0,8,0,0,0,0,42,0,0,0,0,0,0,5,5,0,0,0,3,1,0,0,5,0,1,0,0,0,1,0,47
Florida,2012,144,1,0,2,0,0,49,0,0,0,0,0,0,3,0,0,4,0,6,0,0,1,0,2,0,0,0,8,1,0,5,0,0,23,0,39
Georgia,2012,21,0,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,0,2
